                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                 0.7658,                0.37719,                0.81051,                0.99255,                0.97576,                 0.9942,                0.71497,                      0,                    inf,                      0,               0.008416,               0.008416,               0.008416
                    162,                0.76589,                0.36883,                0.81111,                0.97878,                0.97831,                0.99401,                 0.7135,                      0,                    inf,                      0,              0.0084061,              0.0084061,              0.0084061
                    163,                0.77227,                0.37109,                0.80754,                0.99382,                0.97478,                0.99455,                0.69906,                      0,                    inf,                      0,              0.0083962,              0.0083962,              0.0083962
                    164,                0.78147,                0.37862,                0.81501,                0.99083,                0.98258,                0.99473,                 0.7059,                      0,                    inf,                      0,              0.0083863,              0.0083863,              0.0083863
                    165,                0.77913,                0.37862,                0.81102,                0.99386,                0.98151,                0.99482,                0.69026,                      0,                    inf,                      0,              0.0083764,              0.0083764,              0.0083764
                    166,                0.77289,                0.37283,                0.81415,                0.96736,                0.98788,                 0.9923,                0.70829,                      0,                    inf,                      0,              0.0083665,              0.0083665,              0.0083665
                    167,                 0.7565,                 0.3627,                0.80857,                0.99688,                0.96956,                0.99479,                0.70982,                      0,                    inf,                      0,              0.0083566,              0.0083566,              0.0083566
                    168,                0.76489,                 0.3707,                0.81167,                0.99871,                0.98788,                0.99494,                 0.7031,                      0,                    inf,                      0,              0.0083467,              0.0083467,              0.0083467
                    169,                0.77147,                0.37518,                 0.8106,                      1,                0.98706,                0.99491,                0.71041,                      0,                    inf,                      0,              0.0083368,              0.0083368,              0.0083368
                    170,                0.77822,                0.37452,                  0.812,                0.99695,                0.99202,                  0.995,                0.68619,                      0,                    inf,                      0,              0.0083269,              0.0083269,              0.0083269
                    171,                0.76841,                0.37215,                0.81554,                0.99941,                0.99091,                  0.995,                 0.6993,                      0,                    inf,                      0,               0.008317,               0.008317,               0.008317
                    172,                0.76665,                0.37538,                0.81492,                0.99697,                0.99685,                0.99497,                0.69058,                      0,                    inf,                      0,              0.0083071,              0.0083071,              0.0083071
                    173,                0.76975,                0.37803,                0.80608,                0.99388,                0.97879,                0.99476,                0.70727,                      0,                    inf,                      0,              0.0082972,              0.0082972,              0.0082972
                    174,                0.76616,                0.37318,                0.81226,                0.99526,                0.99091,                  0.995,                0.67047,                      0,                    inf,                      0,              0.0082873,              0.0082873,              0.0082873
                    175,                0.77666,                0.37507,                0.80877,                 0.9967,                0.99091,                0.99497,                0.67603,                      0,                    inf,                      0,              0.0082774,              0.0082774,              0.0082774
                    176,                0.77083,                0.37568,                0.81333,                 0.9812,                0.98182,                0.99433,                0.69231,                      0,                    inf,                      0,              0.0082675,              0.0082675,              0.0082675
                    177,                0.76479,                0.37128,                0.81181,                 0.9935,                 0.9265,                0.97904,                0.68601,                      0,                    inf,                      0,              0.0082576,              0.0082576,              0.0082576
                    178,                0.75721,                 0.3644,                0.80631,                0.95758,                0.95758,                0.97681,                 0.6924,                      0,                    inf,                      0,              0.0082477,              0.0082477,              0.0082477
                    179,                0.76448,                0.36107,                0.80869,                0.96985,                0.97473,                0.99221,                0.68617,                      0,                    inf,                      0,              0.0082378,              0.0082378,              0.0082378
                    180,                0.76151,                0.36499,                0.81032,                0.96282,                 0.9697,                0.99263,                0.69614,                      0,                    inf,                      0,              0.0082279,              0.0082279,              0.0082279
                    181,                0.75179,                0.36175,                0.80829,                0.99577,                0.95152,                 0.9932,                0.68032,                      0,                    inf,                      0,               0.008218,               0.008218,               0.008218
                    182,                0.76318,                0.36774,                 0.8085,                0.98422,                0.94525,                0.98495,                0.68825,                      0,                    inf,                      0,              0.0082081,              0.0082081,              0.0082081
                    183,                0.77173,                 0.3685,                0.81315,                0.99667,                0.95758,                0.99284,                0.69835,                      0,                    inf,                      0,              0.0081982,              0.0081982,              0.0081982
                    184,                 0.7569,                0.36271,                0.80923,                0.99065,                 0.9635,                0.99399,                0.68966,                      0,                    inf,                      0,              0.0081883,              0.0081883,              0.0081883
                    185,                0.76107,                 0.3728,                0.80937,                0.98787,                0.98704,                0.99476,                0.69113,                      0,                    inf,                      0,              0.0081784,              0.0081784,              0.0081784
                    186,                0.75895,                0.36684,                0.81005,                 0.9935,                0.98788,                0.99491,                0.66862,                      0,                    inf,                      0,              0.0081685,              0.0081685,              0.0081685
                    187,                0.75649,                0.36797,                0.80524,                0.99074,                0.99091,                0.99482,                0.69896,                      0,                    inf,                      0,              0.0081586,              0.0081586,              0.0081586
                    188,                0.76224,                0.36849,                  0.812,                0.98421,                0.98182,                0.99416,                0.70195,                      0,                    inf,                      0,              0.0081487,              0.0081487,              0.0081487
                    189,                 0.7483,                0.36527,                0.81083,                0.97907,                 0.9924,                 0.9943,                0.68313,                      0,                    inf,                      0,              0.0081388,              0.0081388,              0.0081388
                    190,                 0.7662,                0.37176,                0.80988,                0.98521,                0.98788,                0.99457,                0.68283,                      0,                    inf,                      0,              0.0081289,              0.0081289,              0.0081289
                    191,                0.76352,                0.36592,                0.80952,                0.98769,                0.97267,                0.99422,                0.71503,                      0,                    inf,                      0,               0.008119,               0.008119,               0.008119
                    192,                0.75527,                0.36314,                0.81201,                0.99695,                0.99099,                0.99497,                0.70248,                      0,                    inf,                      0,              0.0081091,              0.0081091,              0.0081091
                    193,                0.77114,                0.36745,                 0.8085,                0.99873,                0.99697,                  0.995,                0.69105,                      0,                    inf,                      0,              0.0080992,              0.0080992,              0.0080992
                    194,                0.76748,                0.36703,                0.81199,                0.99697,                0.99867,                  0.995,                0.67593,                      0,                    inf,                      0,              0.0080893,              0.0080893,              0.0080893
                    195,                0.76632,                0.37045,                0.81043,                0.99389,                0.98571,                0.99488,                0.68909,                      0,                    inf,                      0,              0.0080794,              0.0080794,              0.0080794
                    196,                0.77058,                0.36701,                0.80822,                 0.9966,                0.98788,                0.99491,                0.70552,                      0,                    inf,                      0,              0.0080695,              0.0080695,              0.0080695
                    197,                0.76928,                0.36335,                0.82238,                 0.9969,                0.97436,                0.99413,                0.67734,                      0,                    inf,                      0,              0.0080596,              0.0080596,              0.0080596
                    198,                0.77169,                0.36694,                0.81481,                0.99534,                0.98788,                0.99494,                0.67846,                      0,                    inf,                      0,              0.0080497,              0.0080497,              0.0080497
                    199,                 0.7679,                0.36657,                 0.8105,                0.99696,                0.99337,                  0.995,                0.69984,                      0,                    inf,                      0,              0.0080398,              0.0080398,              0.0080398
                    200,                0.74107,                0.35981,                0.80713,                0.99696,                0.99378,                  0.995,                0.69446,                      0,                    inf,                      0,              0.0080299,              0.0080299,              0.0080299
                    201,                 0.7648,                0.36985,                0.80896,                      1,                0.99347,                  0.995,                0.70113,                      0,                    inf,                      0,                0.00802,                0.00802,                0.00802
                    202,                0.75299,                0.35943,                0.80981,                      1,                 0.9904,                  0.995,                0.71126,                      0,                    inf,                      0,              0.0080101,              0.0080101,              0.0080101
                    203,                0.75795,                0.36461,                0.81076,                      1,                0.99365,                  0.995,                0.68526,                      0,                    inf,                      0,              0.0080002,              0.0080002,              0.0080002
                    204,                0.75164,                0.35793,                0.80731,                0.99804,                0.99091,                  0.995,                0.71306,                      0,                    inf,                      0,              0.0079903,              0.0079903,              0.0079903
                    205,                0.75124,                0.36255,                0.81375,                0.99957,                0.98485,                0.99494,                0.71747,                      0,                    inf,                      0,              0.0079804,              0.0079804,              0.0079804
                    206,                0.75354,                0.36374,                0.80992,                0.98857,                0.98485,                0.99455,                0.72856,                      0,                    inf,                      0,              0.0079705,              0.0079705,              0.0079705
                    207,                0.75698,                0.36248,                0.80239,                0.99963,                0.98182,                0.99482,                0.72789,                      0,                    inf,                      0,              0.0079606,              0.0079606,              0.0079606
                    208,                0.74885,                0.36202,                0.80672,                      1,                0.96935,                 0.9943,                0.71168,                      0,                    inf,                      0,              0.0079507,              0.0079507,              0.0079507
                    209,                0.75236,                0.35706,                0.81115,                      1,                0.98317,                  0.995,                0.72374,                      0,                    inf,                      0,              0.0079408,              0.0079408,              0.0079408
                    210,                0.74866,                0.36237,                0.81161,                0.99965,                      1,                  0.995,                0.70979,                      0,                    inf,                      0,              0.0079309,              0.0079309,              0.0079309
                    211,                0.75393,                0.36212,                 0.8116,                0.99959,                      1,                  0.995,                0.71719,                      0,                    inf,                      0,               0.007921,               0.007921,               0.007921
                    212,                0.76723,                0.36451,                0.81362,                0.99698,                0.99893,                  0.995,                0.72279,                      0,                    inf,                      0,              0.0079111,              0.0079111,              0.0079111
                    213,                0.74009,                0.35526,                0.81154,                0.99397,                0.99904,                0.99491,                0.70557,                      0,                    inf,                      0,              0.0079012,              0.0079012,              0.0079012
                    214,                0.76021,                0.36495,                0.80274,                0.99409,                0.99091,                0.99494,                0.71128,                      0,                    inf,                      0,              0.0078913,              0.0078913,              0.0078913
                    215,                0.74049,                0.35461,                0.80654,                0.99697,                0.99662,                0.99497,                0.71237,                      0,                    inf,                      0,              0.0078814,              0.0078814,              0.0078814
                    216,                  0.753,                0.35511,                0.81402,                      1,                0.99622,                  0.995,                0.70077,                      0,                    inf,                      0,              0.0078715,              0.0078715,              0.0078715
                    217,                0.75053,                0.36272,                0.80912,                0.99697,                0.99661,                0.99497,                0.69693,                      0,                    inf,                      0,              0.0078616,              0.0078616,              0.0078616
                    218,                0.75032,                0.35954,                0.81528,                0.99983,                0.98182,                0.99485,                0.69012,                      0,                    inf,                      0,              0.0078517,              0.0078517,              0.0078517
                    219,                 0.7421,                0.36183,                0.81066,                0.99693,                0.98339,                0.99485,                0.69823,                      0,                    inf,                      0,              0.0078418,              0.0078418,              0.0078418
                    220,                 0.7619,                0.36731,                0.81247,                0.99697,                0.99594,                0.99497,                0.71812,                      0,                    inf,                      0,              0.0078319,              0.0078319,              0.0078319
                    221,                0.75294,                0.35332,                0.81177,                0.99694,                0.98745,                0.99491,                0.69328,                      0,                    inf,                      0,               0.007822,               0.007822,               0.007822
                    222,                0.74431,                0.35068,                0.81125,                0.99696,                0.99336,                0.99494,                0.69994,                      0,                    inf,                      0,              0.0078121,              0.0078121,              0.0078121
                    223,                0.75382,                  0.358,                0.80527,                0.99395,                 0.9957,                0.99497,                0.72207,                      0,                    inf,                      0,              0.0078022,              0.0078022,              0.0078022
                    224,                0.74174,                0.35683,                0.80955,                      1,                0.99568,                  0.995,                0.70552,                      0,                    inf,                      0,              0.0077923,              0.0077923,              0.0077923
                    225,                0.75095,                0.36351,                0.80878,                0.99957,                0.99394,                  0.995,                0.71594,                      0,                    inf,                      0,              0.0077824,              0.0077824,              0.0077824
                    226,                0.73536,                0.35204,                0.80719,                0.99872,                0.99091,                  0.995,                0.70153,                      0,                    inf,                      0,              0.0077725,              0.0077725,              0.0077725
                    227,                0.73941,                0.36167,                 0.8047,                      1,                0.99387,                  0.995,                0.72266,                      0,                    inf,                      0,              0.0077626,              0.0077626,              0.0077626
                    228,                0.74772,                0.35467,                0.81188,                0.99853,                0.98485,                0.99497,                0.71252,                      0,                    inf,                      0,              0.0077527,              0.0077527,              0.0077527
                    229,                0.74091,                0.35417,                0.81055,                0.99695,                 0.9892,                0.99494,                0.69788,                      0,                    inf,                      0,              0.0077428,              0.0077428,              0.0077428
                    230,                0.73481,                0.35433,                0.80896,                0.99093,                0.99274,                0.99485,                 0.7084,                      0,                    inf,                      0,              0.0077329,              0.0077329,              0.0077329
                    231,                0.74603,                0.35464,                0.80789,                      1,                0.99308,                  0.995,                 0.6992,                      0,                    inf,                      0,               0.007723,               0.007723,               0.007723
                    232,                0.72493,                0.35076,                0.80607,                0.99395,                0.99583,                0.99497,                0.70109,                      0,                    inf,                      0,              0.0077131,              0.0077131,              0.0077131
                    233,                 0.7394,                0.35381,                0.80732,                0.99388,                0.98473,                0.99464,                0.70013,                      0,                    inf,                      0,              0.0077032,              0.0077032,              0.0077032
                    234,                0.74133,                0.35375,                0.80991,                0.98777,                0.98485,                0.99463,                0.69657,                      0,                    inf,                      0,              0.0076933,              0.0076933,              0.0076933
                    235,                0.74416,                0.35715,                 0.8116,                0.99692,                0.98158,                0.99479,                0.70067,                      0,                    inf,                      0,              0.0076834,              0.0076834,              0.0076834
                    236,                0.73827,                0.36051,                0.80971,                0.99335,                0.98788,                0.99482,                0.69265,                      0,                    inf,                      0,              0.0076735,              0.0076735,              0.0076735
                    237,                0.74296,                0.35827,                0.80764,                 0.9817,                0.98182,                0.99125,                0.68821,                      0,                    inf,                      0,              0.0076636,              0.0076636,              0.0076636
                    238,                0.73536,                0.35432,                0.81326,                      1,                0.98713,                0.99494,                0.68806,                      0,                    inf,                      0,              0.0076537,              0.0076537,              0.0076537
                    239,                0.73153,                0.35444,                0.81168,                0.99697,                0.99606,                  0.995,                 0.6882,                      0,                    inf,                      0,              0.0076438,              0.0076438,              0.0076438
                    240,                0.74392,                0.35938,                0.80545,                0.99696,                0.99223,                0.99497,                0.69431,                      0,                    inf,                      0,              0.0076339,              0.0076339,              0.0076339
                    241,                0.72989,                0.34891,                0.81104,                0.99687,                0.96587,                0.99464,                0.69327,                      0,                    inf,                      0,               0.007624,               0.007624,               0.007624
                    242,                0.74502,                0.35467,                0.80618,                0.98779,                0.98079,                0.99458,                0.68661,                      0,                    inf,                      0,              0.0076141,              0.0076141,              0.0076141
                    243,                0.72945,                0.34697,                0.81146,                0.98782,                0.98305,                 0.9947,                0.69324,                      0,                    inf,                      0,              0.0076042,              0.0076042,              0.0076042
                    244,                0.72534,                0.34789,                0.81182,                0.99692,                0.98152,                0.99482,                0.69025,                      0,                    inf,                      0,              0.0075943,              0.0075943,              0.0075943
                    245,                0.73488,                0.35255,                0.80252,                      1,                0.99241,                  0.995,                 0.7038,                      0,                    inf,                      0,              0.0075844,              0.0075844,              0.0075844
                    246,                0.74805,                0.35352,                0.80433,                      1,                0.99828,                  0.995,                0.69387,                      0,                    inf,                      0,              0.0075745,              0.0075745,              0.0075745
                    247,                0.74006,                0.35284,                0.80952,                0.99697,                 0.9982,                  0.995,                0.67964,                      0,                    inf,                      0,              0.0075646,              0.0075646,              0.0075646
                    248,                0.73178,                0.35685,                 0.8098,                      1,                0.99975,                  0.995,                0.68601,                      0,                    inf,                      0,              0.0075547,              0.0075547,              0.0075547
                    249,                0.73806,                0.35241,                0.81337,                 0.9974,                0.99394,                  0.995,                0.69389,                      0,                    inf,                      0,              0.0075448,              0.0075448,              0.0075448
                    250,                0.72123,                0.35196,                0.80658,                      1,                0.98262,                0.99488,                0.69556,                      0,                    inf,                      0,              0.0075349,              0.0075349,              0.0075349
                    251,                0.73661,                0.35053,                0.81324,                0.99076,                0.99697,                0.99485,                 0.6957,                      0,                    inf,                      0,               0.007525,               0.007525,               0.007525
                    252,                0.73704,                0.35099,                0.80854,                      1,                0.99585,                  0.995,                0.67956,                      0,                    inf,                      0,              0.0075151,              0.0075151,              0.0075151
                    253,                0.73653,                0.35328,                0.80475,                0.99726,                0.98788,                0.99497,                0.69154,                      0,                    inf,                      0,              0.0075052,              0.0075052,              0.0075052
                    254,                0.73229,                0.35297,                0.80888,                      1,                0.99661,                  0.995,                0.70624,                      0,                    inf,                      0,              0.0074953,              0.0074953,              0.0074953
                    255,                0.72444,                0.34981,                0.80779,                0.99698,                0.99919,                  0.995,                0.71361,                      0,                    inf,                      0,              0.0074854,              0.0074854,              0.0074854
                    256,                0.74047,                0.35118,                0.81198,                0.99397,                0.99953,                0.99497,                0.69852,                      0,                    inf,                      0,              0.0074755,              0.0074755,              0.0074755
                    257,                 0.7391,                0.34898,                0.80772,                0.99085,                0.98459,                0.99473,                0.69586,                      0,                    inf,                      0,              0.0074656,              0.0074656,              0.0074656
                    258,                0.73715,                0.35056,                0.80718,                      1,                0.97752,                 0.9947,                0.69566,                      0,                    inf,                      0,              0.0074557,              0.0074557,              0.0074557
                    259,                0.72751,                0.34903,                0.80538,                 0.9909,                0.99045,                0.99482,                0.71078,                      0,                    inf,                      0,              0.0074458,              0.0074458,              0.0074458
                    260,                0.73129,                0.34491,                0.80547,                0.99099,                0.99939,                0.99497,                0.71373,                      0,                    inf,                      0,              0.0074359,              0.0074359,              0.0074359
                    261,                0.73296,                0.35335,                0.80617,                      1,                0.99392,                  0.995,                0.70669,                      0,                    inf,                      0,               0.007426,               0.007426,               0.007426
                    262,                0.72318,                0.35244,                0.80842,                0.99636,                      1,                  0.995,                0.69817,                      0,                    inf,                      0,              0.0074161,              0.0074161,              0.0074161
                    263,                0.72357,                0.34834,                0.80742,                0.99698,                0.99876,                0.99497,                0.70013,                      0,                    inf,                      0,              0.0074062,              0.0074062,              0.0074062
                    264,                0.72081,                0.34582,                0.80711,                0.99607,                      1,                0.99497,                0.69932,                      0,                    inf,                      0,              0.0073963,              0.0073963,              0.0073963
                    265,                0.73135,                0.34565,                0.80828,                0.99394,                0.99384,                0.99482,                0.70396,                      0,                    inf,                      0,              0.0073864,              0.0073864,              0.0073864
                    266,                0.73102,                0.34312,                0.80711,                0.99338,                0.99091,                0.99485,                0.71511,                      0,                    inf,                      0,              0.0073765,              0.0073765,              0.0073765
                    267,                 0.7255,                0.35134,                0.80506,                 0.9904,                0.99394,                0.99485,                0.69198,                      0,                    inf,                      0,              0.0073666,              0.0073666,              0.0073666
                    268,                0.72572,                0.35146,                0.80206,                0.99011,                0.99697,                0.99494,                0.71244,                      0,                    inf,                      0,              0.0073567,              0.0073567,              0.0073567
                    269,                 0.7179,                0.34413,                0.81051,                0.99947,                0.99697,                  0.995,                0.71151,                      0,                    inf,                      0,              0.0073468,              0.0073468,              0.0073468
                    270,                0.72511,                 0.3476,                0.80391,                0.99942,                0.99697,                  0.995,                0.69271,                      0,                    inf,                      0,              0.0073369,              0.0073369,              0.0073369
                    271,                0.71363,                0.34102,                0.80368,                0.99981,                      1,                  0.995,                0.69956,                      0,                    inf,                      0,               0.007327,               0.007327,               0.007327
                    272,                0.73551,                0.35148,                0.81177,                      1,                0.99559,                  0.995,                0.70665,                      0,                    inf,                      0,              0.0073171,              0.0073171,              0.0073171
                    273,                0.71971,                0.35086,                0.80378,                0.99514,                0.99394,                0.99497,                0.71956,                      0,                    inf,                      0,              0.0073072,              0.0073072,              0.0073072
                    274,                0.71258,                0.34115,                0.80262,                0.99692,                 0.9802,                0.99485,                  0.714,                      0,                    inf,                      0,              0.0072973,              0.0072973,              0.0072973
                    275,                0.71282,                0.34239,                0.80156,                0.99086,                0.97879,                0.99441,                 0.7196,                      0,                    inf,                      0,              0.0072874,              0.0072874,              0.0072874
                    276,                0.72776,                0.34828,                0.80596,                0.99692,                0.98129,                 0.9947,                0.70302,                      0,                    inf,                      0,              0.0072775,              0.0072775,              0.0072775
                    277,                 0.7124,                0.34208,                0.80766,                0.99693,                0.98445,                0.99485,                0.70067,                      0,                    inf,                      0,              0.0072676,              0.0072676,              0.0072676
                    278,                0.72699,                0.34817,                0.80612,                      1,                0.98318,                0.99485,                0.70385,                      0,                    inf,                      0,              0.0072577,              0.0072577,              0.0072577
                    279,                0.72372,                0.34101,                 0.8083,                0.99522,                0.98182,                0.99476,                0.70194,                      0,                    inf,                      0,              0.0072478,              0.0072478,              0.0072478
                    280,                0.72448,                0.34441,                0.80789,                0.99687,                 0.9658,                0.99431,                0.70623,                      0,                    inf,                      0,              0.0072379,              0.0072379,              0.0072379
                    281,                0.71348,                0.34011,                 0.8127,                 0.9937,                0.95618,                0.99283,                0.70235,                      0,                    inf,                      0,               0.007228,               0.007228,               0.007228
                    282,                0.71852,                0.34102,                0.80442,                0.99067,                0.96503,                0.99369,                0.70399,                      0,                    inf,                      0,              0.0072181,              0.0072181,              0.0072181
                    283,                0.70957,                0.33911,                0.80203,                0.99136,                0.96364,                0.99378,                 0.7065,                      0,                    inf,                      0,              0.0072082,              0.0072082,              0.0072082
                    284,                0.71221,                0.33883,                0.80426,                0.98763,                0.96751,                0.99324,                0.70161,                      0,                    inf,                      0,              0.0071983,              0.0071983,              0.0071983
                    285,                0.71467,                0.34223,                0.80558,                0.97269,                0.97144,                0.99326,                0.70117,                      0,                    inf,                      0,              0.0071884,              0.0071884,              0.0071884
                    286,                0.72071,                0.34103,                0.80519,                0.99379,                 0.9695,                0.99392,                   0.69,                      0,                    inf,                      0,              0.0071785,              0.0071785,              0.0071785
                    287,                0.71511,                0.34243,                0.80229,                      1,                0.97445,                0.99428,                0.69423,                      0,                    inf,                      0,              0.0071686,              0.0071686,              0.0071686
                    288,                0.73085,                0.34259,                0.80516,                0.99075,                0.97417,                0.99355,                0.69041,                      0,                    inf,                      0,              0.0071587,              0.0071587,              0.0071587
                    289,                0.72749,                0.34799,                0.80726,                0.98782,                0.98332,                0.99464,                0.68433,                      0,                    inf,                      0,              0.0071488,              0.0071488,              0.0071488
                    290,                0.70126,                0.33592,                0.80707,                0.99388,                0.98443,                0.99463,                0.68644,                      0,                    inf,                      0,              0.0071389,              0.0071389,              0.0071389
                    291,                0.71289,                0.34062,                 0.8095,                0.98464,                0.99091,                0.99473,                0.68391,                      0,                    inf,                      0,               0.007129,               0.007129,               0.007129
                    292,                  0.715,                0.34158,                0.80516,                0.99505,                 0.9697,                0.99437,                0.67876,                      0,                    inf,                      0,              0.0071191,              0.0071191,              0.0071191
                    293,                0.71306,                0.34244,                0.80362,                0.99373,                0.97879,                0.99461,                0.69391,                      0,                    inf,                      0,              0.0071092,              0.0071092,              0.0071092
                    294,                0.70792,                 0.3359,                0.80997,                0.99693,                0.98432,                0.99491,                0.70798,                      0,                    inf,                      0,              0.0070993,              0.0070993,              0.0070993
